,PV474290_Ommatogammarus_albinus_isolate_BK_14_Oa_1000m_,PV474291_Ommatogammarus_albinus_isolate_BK_15_Oa_650m_,PV474293_Ommatogammarus_albinus_isolate_BK_22_Oa_1000m_,PV474347_Ommatogammarus_flavus_isolate_BK_10_Of_650m_,PV474370_Ommatogammarus_flavus_isolate_BK_43_Of_250m_,PV474367_Ommatogammarus_flavus_isolate_BK_3_Of_250m_,PV474360_Ommatogammarus_flavus_isolate_BK_28_Of_100m_,PV474361_Ommatogammarus_flavus_isolate_BK_29_Of_25m_,PV474349_Ommatogammarus_flavus_isolate_BK_12_Of_100m_,PV474368_Ommatogammarus_flavus_isolate_BK_41_Of_1000m_,PV474364_Ommatogammarus_flavus_isolate_BK_33_Of_1000m_,PV474353_Ommatogammarus_flavus_isolate_BK_19_Of_250m_,PV474357_Ommatogammarus_flavus_isolate_BK_25_Of_1000m_,PV474355_Ommatogammarus_flavus_isolate_BK_20_Of_100m_,PV474356_Ommatogammarus_flavus_isolate_BK_21_Of_25m_,PV474372_Ommatogammarus_flavus_isolate_BK_4_Of_100m_,PV474348_Ommatogammarus_flavus_isolate_BK_11_Of_250m_,PV474350_Ommatogammarus_flavus_isolate_BK_13_Of_25m_,PV474359_Ommatogammarus_flavus_isolate_BK_27_Of_250m_,PV474366_Ommatogammarus_flavus_isolate_BK_35_Of_25m_,PV474371_Ommatogammarus_flavus_isolate_BK_44_Of_100m_,PV474365_Ommatogammarus_flavus_isolate_BK_34_Of_1000m_,PV474354_Ommatogammarus_flavus_isolate_BK_1_Of_1000m_,PV474358_Ommatogammarus_flavus_isolate_BK_26_Of_650m_,PV474351_Ommatogammarus_flavus_isolate_BK_17_Of_1000m_,PV474363_Ommatogammarus_flavus_isolate_BK_31_Of_650m_,PV474352_Ommatogammarus_flavus_isolate_BK_18_Of_650m_,PV474362_Ommatogammarus_flavus_isolate_BK_2_Of_650m_,PV474369_Ommatogammarus_flavus_isolate_BK_42_31_Of_650m_,PZ495199_Pretiositus_amethystinus_isolate_Ocsp_21_1_,PZ495208_Pretiositus_amethystinus_isolate_Ocsp_21_10_,PZ495210_Pretiositus_amethystinus_isolate_Ocsp_21_12_,PZ495220_Pretiositus_amethystinus_isolate_Ocsp_23_1_,PZ495232_Pretiositus_amethystinus_isolate_Ocsp_23_14_,PZ495200_Pretiositus_amethystinus_isolate_Ocsp_21_2_,PZ495201_Pretiositus_amethystinus_isolate_Ocsp_21_3_,PZ495204_Pretiositus_amethystinus_isolate_Ocsp_21_6_,PZ495214_Pretiositus_amethystinus_isolate_Ocsp_21_16_,PZ495202_Pretiositus_amethystinus_isolate_Ocsp_21_4_,PZ495207_Pretiositus_amethystinus_isolate_Ocsp_21_9_,PZ495215_Pretiositus_amethystinus_isolate_Ocsp_21_17_,PZ495203_Pretiositus_amethystinus_isolate_Ocsp_21_5_,PZ495224_Pretiositus_amethystinus_isolate_Ocsp_23_5_,PZ495209_Pretiositus_amethystinus_isolate_Ocsp_21_11_,PZ495221_Pretiositus_amethystinus_isolate_Ocsp_23_2_,PZ495223_Pretiositus_amethystinus_isolate_Ocsp_23_4_,PZ495216_Pretiositus_amethystinus_isolate_Ocsp_21_18_,PZ495213_Pretiositus_amethystinus_isolate_Ocsp_21_15_,PZ495212_Pretiositus_amethystinus_isolate_Ocsp_21_14_,PZ495211_Pretiositus_amethystinus_isolate_Ocsp_21_13_,PZ495205_Pretiositus_amethystinus_isolate_Ocsp_21_7_,PZ495230_Pretiositus_amethystinus_isolate_Ocsp_23_12_,PZ495226_Pretiositus_amethystinus_isolate_Ocsp_23_7_,PZ495231_Pretiositus_amethystinus_isolate_Ocsp_23_13_,PZ495217_Pretiositus_amethystinus_isolate_Ocsp_21_19_,PZ495206_Pretiositus_amethystinus_isolate_Ocsp_21_8_,PZ495227_Pretiositus_amethystinus_isolate_Ocsp_23_9_,PZ495225_Pretiositus_amethystinus_isolate_Ocsp_23_6_,PZ495218_Pretiositus_melanophthalmus_isolate_Ome_21_35_,PZ495239_Pretiositus_melanophthalmus_isolate_Ome_25_8_,PZ495219_Pretiositus_melanophthalmus_isolate_Ome_21_36_,PZ495238_Pretiositus_melanophthalmus_isolate_Ome_25_7_,PZ495235_Pretiositus_melanophthalmus_isolate_Ome_25_3_,PZ495242_Pretiositus_melanophthalmus_isolate_Ome_25_13_,PZ495228_Pretiositus_melanophthalmus_isolate_Ome_23_10_,PZ495234_Pretiositus_melanophthalmus_isolate_Ome_25_2_,PZ495241_Pretiositus_melanophthalmus_isolate_Ome_25_11_,PZ495233_Pretiositus_melanophthalmus_isolate_Ome_25_1_,PZ495222_Pretiositus_melanophthalmus_isolate_Ome_23_3_,PZ495229_Pretiositus_melanophthalmus_isolate_Ome_23_11_,PZ495236_Pretiositus_melanophthalmus_isolate_Ome_25_4_,PZ495237_Pretiositus_melanophthalmus_isolate_Ome_25_5_,PZ495240_Pretiositus_melanophthalmus_isolate_Ome_25_9_,PZ495243_Pretiositus_melanophthalmus_isolate_Ohy_25_,PV474301_Ommatogammarus_albinus_isolate_BK_39_Oa_100m_,PV474308_Ommatogammarus_albinus_isolate_BK_7_Oa_650m_,PV474307_Ommatogammarus_albinus_isolate_BK_6_Oa_1000m_,PV474300_Ommatogammarus_albinus_isolate_BK_38_Oa_100m_,PV474299_Ommatogammarus_albinus_isolate_BK_37_Oa_100m_,PV474303_Ommatogammarus_albinus_isolate_BK_45_Oa_1000m_,PV474295_Ommatogammarus_albinus_isolate_BK_24_Oa_250m_,PV474306_Ommatogammarus_albinus_isolate_BK_48_Oa_100m_,PV474304_Ommatogammarus_albinus_isolate_BK_46_Oa_650m_,PV474298_Ommatogammarus_albinus_isolate_BK_36_Oa_1000m_,PV474302_Ommatogammarus_albinus_isolate_BK_40_Oa_100m_,PV474296_Ommatogammarus_albinus_isolate_BK_30_Oa_1000m_,PV474294_Ommatogammarus_albinus_isolate_BK_23_Oa_650m_,PV474292_Ommatogammarus_albinus_isolate_BK_16_Oa_250m_,PV474305_Ommatogammarus_albinus_isolate_BK_47_Oa_250m_,PV474297_Ommatogammarus_albinus_isolate_BK_32_Oa_250m_
PZ495239_Pretiositus_melanophthalmus_isolate_Ome_25_8_,0.2229597456,0.2229597456,0.2251418701,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2190212245,0.2211430942,0.2211430942,0.2211430942,0.2211430942,0.2211430942,0.2211430942,0.2211430942,0.2211430942,0.2190232319,0.2211435561,0.2211405029,0.2211344435,0.1608554859,0.1629851678,0.1650557889,0.1629730161,0.1694511186,0.1608637043,0.1671660933,0.1629580295,0.1629580295,0.1694820216,0.1694820216,0.1736640265,0.1672992185,0.1672992185,0.1672992185,0.1672992185,0.1672992185,0.1672992185,0.1672992185,0.1672992185,0.1672992185,0.1672992185,0.1693940179,0.1673364773,0.1587658294,0.1587648294,0.1608597804,0.1608524816,0.1566718660,0.0040608454,0,0.0020342232,0.0020342232,0.0020342232,0.0020342232,0.0020342232,0.0020342232,0.0020342232,0.0020342232,0.0020342232,0.0040568124,0.0081436636,0.0081424835,0.0061135736,0.0061102550,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,0.2229597456,
PZ495219_Pretiositus_melanophthalmus_isolate_Ome_21_36_,0.2209332460,0.2209332460,0.2231153705,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2169967323,0.2191170565,0.2191140033,0.2191079439,0.1588289863,0.1609586682,0.1630292893,0.1609465165,0.1674246190,0.1588372047,0.1651395937,0.1609315299,0.1609315299,0.1674555220,0.1674555220,0.1716375269,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1673675183,0.1653099777,0.1567393298,0.1567383298,0.1588332808,0.1588259820,0.1546453664,0.0020363458,0.0020342232,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000020,0.0020303128,0.0061171640,0.0061159839,0.0040870740,0.0040837554,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,
PZ495238_Pretiositus_melanophthalmus_isolate_Ome_25_7_,0.2209332460,0.2209332460,0.2231153705,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2169967323,0.2191170565,0.2191140033,0.2191079439,0.1588289863,0.1609586682,0.1630292893,0.1609465165,0.1674246190,0.1588372047,0.1651395937,0.1609315299,0.1609315299,0.1674555220,0.1674555220,0.1716375269,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1673675183,0.1653099777,0.1567393298,0.1567383298,0.1588332808,0.1588259820,0.1546453664,0.0020363458,0.0020342232,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000020,0.0020303128,0.0061171640,0.0061159839,0.0040870740,0.0040837554,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,
PZ495235_Pretiositus_melanophthalmus_isolate_Ome_25_3_,0.2209332460,0.2209332460,0.2231153705,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2169967323,0.2191170565,0.2191140033,0.2191079439,0.1588289863,0.1609586682,0.1630292893,0.1609465165,0.1674246190,0.1588372047,0.1651395937,0.1609315299,0.1609315299,0.1674555220,0.1674555220,0.1716375269,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1673675183,0.1653099777,0.1567393298,0.1567383298,0.1588332808,0.1588259820,0.1546453664,0.0020363458,0.0020342232,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0000020,0.0020303128,0.0061171640,0.0061159839,0.0040870740,0.0040837554,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,
PZ495242_Pretiositus_melanophthalmus_isolate_Ome_25_13_,0.2209332460,0.2209332460,0.2231153705,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2169967323,0.2191170565,0.2191140033,0.2191079439,0.1588289863,0.1609586682,0.1630292893,0.1609465165,0.1674246190,0.1588372047,0.1651395937,0.1609315299,0.1609315299,0.1674555220,0.1674555220,0.1716375269,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1673675183,0.1653099777,0.1567393298,0.1567383298,0.1588332808,0.1588259820,0.1546453664,0.0020363458,0.0020342232,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0000020,0.0020303128,0.0061171640,0.0061159839,0.0040870740,0.0040837554,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,
PZ495228_Pretiositus_melanophthalmus_isolate_Ome_23_10_,0.2209332460,0.2209332460,0.2231153705,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2169967323,0.2191170565,0.2191140033,0.2191079439,0.1588289863,0.1609586682,0.1630292893,0.1609465165,0.1674246190,0.1588372047,0.1651395937,0.1609315299,0.1609315299,0.1674555220,0.1674555220,0.1716375269,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1673675183,0.1653099777,0.1567393298,0.1567383298,0.1588332808,0.1588259820,0.1546453664,0.0020363458,0.0020342232,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0000020,0.0020303128,0.0061171640,0.0061159839,0.0040870740,0.0040837554,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,
PZ495234_Pretiositus_melanophthalmus_isolate_Ome_25_2_,0.2209332460,0.2209332460,0.2231153705,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2169967323,0.2191170565,0.2191140033,0.2191079439,0.1588289863,0.1609586682,0.1630292893,0.1609465165,0.1674246190,0.1588372047,0.1651395937,0.1609315299,0.1609315299,0.1674555220,0.1674555220,0.1716375269,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1673675183,0.1653099777,0.1567393298,0.1567383298,0.1588332808,0.1588259820,0.1546453664,0.0020363458,0.0020342232,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0000020,0.0020303128,0.0061171640,0.0061159839,0.0040870740,0.0040837554,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,
PZ495241_Pretiositus_melanophthalmus_isolate_Ome_25_11_,0.2209332460,0.2209332460,0.2231153705,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2169967323,0.2191170565,0.2191140033,0.2191079439,0.1588289863,0.1609586682,0.1630292893,0.1609465165,0.1674246190,0.1588372047,0.1651395937,0.1609315299,0.1609315299,0.1674555220,0.1674555220,0.1716375269,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1673675183,0.1653099777,0.1567393298,0.1567383298,0.1588332808,0.1588259820,0.1546453664,0.0020363458,0.0020342232,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0000020,0.0020303128,0.0061171640,0.0061159839,0.0040870740,0.0040837554,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,
PZ495233_Pretiositus_melanophthalmus_isolate_Ome_25_1_,0.2209332460,0.2209332460,0.2231153705,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2169967323,0.2191170565,0.2191140033,0.2191079439,0.1588289863,0.1609586682,0.1630292893,0.1609465165,0.1674246190,0.1588372047,0.1651395937,0.1609315299,0.1609315299,0.1674555220,0.1674555220,0.1716375269,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1673675183,0.1653099777,0.1567393298,0.1567383298,0.1588332808,0.1588259820,0.1546453664,0.0020363458,0.0020342232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0000020,0.0020303128,0.0061171640,0.0061159839,0.0040870740,0.0040837554,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,
PZ495222_Pretiositus_melanophthalmus_isolate_Ome_23_3_,0.2209332460,0.2209332460,0.2231153705,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2169947249,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2191165946,0.2169967323,0.2191170565,0.2191140033,0.2191079439,0.1588289863,0.1609586682,0.1630292893,0.1609465165,0.1674246190,0.1588372047,0.1651395937,0.1609315299,0.1609315299,0.1674555220,0.1674555220,0.1716375269,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1673675183,0.1653099777,0.1567393298,0.1567383298,0.1588332808,0.1588259820,0.1546453664,0.0020363458,0.0020342232,0.0000020,0.0000020,0.0000020,0.0000020,0.0000020,0.0000020,0.0000020,0.0000020,0,0.0020303128,0.0061171640,0.0061159839,0.0040870740,0.0040837554,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,
PZ495229_Pretiositus_melanophthalmus_isolate_Ome_23_11_,0.2229538352,0.2229538352,0.2251359597,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2190153141,0.2211371838,0.2211371838,0.2211371838,0.2211371838,0.2211371838,0.2211371838,0.2211371838,0.2211371838,0.2190173215,0.2211376457,0.2211345925,0.2211285331,0.1608495755,0.1629792574,0.1650498785,0.1629671057,0.1694452082,0.1608577939,0.1671601829,0.1629521191,0.1629521191,0.1694761112,0.1694761112,0.1736581161,0.1672933081,0.1672933081,0.1672933081,0.1672933081,0.1672933081,0.1672933081,0.1672933081,0.1672933081,0.1672933081,0.1672933081,0.1693881075,0.1673305669,0.1587599190,0.1587589190,0.1608538700,0.1608465712,0.1566659556,0.004058935,0.0040568124,0.0020303128,0.0020303128,0.0020303128,0.0020303128,0.0020303128,0.0020303128,0.0020303128,0.0020303128,0.0020303128,0,0.0081377532,0.0081365731,0.0061076632,0.0061043446,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,0.2229538352,
PZ495236_Pretiositus_melanophthalmus_isolate_Ome_25_4_,0.2229567902,0.2229567902,0.2251389147,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2190182691,0.2211401388,0.2211401388,0.2211401388,0.2211401388,0.2211401388,0.2211401388,0.2211401388,0.2211401388,0.2190202765,0.2211406007,0.2211375475,0.2211314881,0.1608525305,0.1629822124,0.1650528335,0.1629700607,0.1694481632,0.1608607489,0.1671631379,0.1629550741,0.1629550741,0.1694790662,0.1694790662,0.1736610711,0.1672962631,0.1672962631,0.1672962631,0.1672962631,0.1672962631,0.1672962631,0.1672962631,0.1672962631,0.1672962631,0.1672962631,0.1693910625,0.1673335219,0.1587628740,0.1587618740,0.1608568250,0.1608495262,0.1566689106,0.0081457862,0.0081436636,0.0061171640,0.0061171640,0.0061171640,0.0061171640,0.0061171640,0.0061171640,0.0061171640,0.0061171640,0.0061171640,0.0081377532,0,0.0000031801,0.0020342370,0.0061072996,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,0.2229567902,
PZ495237_Pretiositus_melanophthalmus_isolate_Ome_25_5_,0.2229556101,0.2229556101,0.2251377346,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2190170890,0.2211389587,0.2211389587,0.2211389587,0.2211389587,0.2211389587,0.2211389587,0.2211389587,0.2211389587,0.2190190964,0.2211394206,0.2211363674,0.2211303080,0.1608513504,0.1629810323,0.1650516534,0.1629688806,0.1694469831,0.1608595688,0.1671619578,0.1629538940,0.1629538940,0.1694778861,0.1694778861,0.1736598910,0.1672950830,0.1672950830,0.1672950830,0.1672950830,0.1672950830,0.1672950830,0.1672950830,0.1672950830,0.1672950830,0.1672950830,0.1693898824,0.1673323418,0.1587616939,0.1587606939,0.1608556449,0.1608483461,0.1566677305,0.0081446061,0.0081424835,0.0061159839,0.0061159839,0.0061159839,0.0061159839,0.0061159839,0.0061159839,0.0061159839,0.0061159839,0.0061159839,0.0081365731,0.0000031801,0,0.0020330569,0.0061061195,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,0.2229556101,
PZ495240_Pretiositus_melanophthalmus_isolate_Ome_25_9_,0.2209267002,0.2209267002,0.2231088247,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2169881791,0.2191100488,0.2191100488,0.2191100488,0.2191100488,0.2191100488,0.2191100488,0.2191100488,0.2191100488,0.2169901865,0.2191105107,0.2191074575,0.2191013981,0.1588224405,0.1609521224,0.1630227435,0.1609399707,0.1674180732,0.1588306589,0.1651330479,0.1609249841,0.1609249841,0.1674489762,0.1674489762,0.1716309811,0.1652661731,0.1652661731,0.1652661731,0.1652661731,0.1652661731,0.1652661731,0.1652661731,0.1652661731,0.1652661731,0.1652661731,0.1673609725,0.1653034319,0.1567327840,0.1567317840,0.1588267350,0.1588194362,0.1546388206,0.0061156962,0.0061135736,0.0040870740,0.0040870740,0.0040870740,0.0040870740,0.0040870740,0.0040870740,0.0040870740,0.0040870740,0.0040870740,0.0061076632,0.0020342370,0.0020330569,0,0.0040772096,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,0.2209267002,
PZ495243_Pretiositus_melanophthalmus_isolate_Ohy_25_,0.2168535064,0.2168535064,0.2190356309,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2129149853,0.2150368550,0.2150368550,0.2150368550,0.2150368550,0.2150368550,0.2150368550,0.2150368550,0.2150368550,0.2129169927,0.2150373169,0.2150342637,0.2150282043,0.1547492467,0.1568789286,0.1589495497,0.1568667769,0.1633448794,0.1547574651,0.1610598541,0.1568517903,0.1568517903,0.1633757824,0.1633757824,0.1675577873,0.1611929793,0.1611929793,0.1611929793,0.1611929793,0.1611929793,0.1611929793,0.1611929793,0.1611929793,0.1611929793,0.1611929793,0.1632877787,0.1612302381,0.1526595902,0.1526585902,0.1547535412,0.1547462424,0.1505656268,0.0061123776,0.0061102550,0.0040837554,0.0040837554,0.0040837554,0.0040837554,0.0040837554,0.0040837554,0.0040837554,0.0040837554,0.0040837554,0.0061043446,0.0061072996,0.0061061195,0.0040772096,0,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,0.2168535064,
PV474301_Ommatogammarus_albinus_isolate_BK_39_Oa_100m_,0.0,0.0000020,0.0021861245,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2419126299,0.2440344996,0.2440344996,0.2440344996,0.2440344996,0.2440344996,0.2440344996,0.2440344996,0.2440344996,0.2419146373,0.2440349615,0.2440319083,0.2440258489,0.2484778659,0.2506075478,0.2526781689,0.2505953961,0.2570734986,0.2484860843,0.2547884733,0.2505804095,0.2505804095,0.2571044016,0.2571044016,0.2612864065,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2570163979,0.2549588573,0.2463882094,0.2463872094,0.2484821604,0.2484748616,0.2442942460,0.2229618682,0.2229597456,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2209332460,0.2229538352,0.2229567902,0.2229556101,0.2209267002,0.2168535064,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
